id,rank,argument,context,stance,topic,Manual 
4167,0.6,"The more people use cryptocurrency, the less use banks, and the less money in the banks, the less it has an ability to give out loans which harms the economy.",We-should-abandon-cryptocurrency,con,Cryptocurrency,1
2904,0.6,Problems with meat production should not be addressed by abandoning it completely; rather those concerned about animal welfare should work with farmers to make it more humane.,We-should-abandon-vegetarianism,con,Cryptocurrency,1
4160,0.6,"The meat industry sustains a huge population of animals that are unfit to survive in the wild. If a large portion of the population becomes vegeterian, these animals will be killed.",We-should-abandon-vegetarianism,con,Cryptocurrency,1
4310,0.6,"There are methods of meat production such as free range farming that allow for people to eat meat but still ensure animals are treated humanely, meaning that you can be moral without a meatless diet.",We-should-abandon-vegetarianism,con,Cryptocurrency,1
4829,0.6,"We should not adopt vegetarianism because it will use up the political capital that could otherwise have gone to promoting renewable energy, which is more important to the environment.",We-should-abandon-vegetarianism,con,Cryptocurrency,1
4488,0.6,"Unfree countries would not be able to monitor people's transactions, so this would increase personal freedom",We-should-adopt-cryptocurrency,pro,Cryptocurrency,1
2249,0.6,Mass excepting of vegetarianism will create a great incentive to companies to develop better supplements as lab grown meat.,We-should-adopt-vegetarianism,pro,Vegetarianism,1
2255,0.6,"Meat is a very inefficient way to make food, with the amount of energy and resources it takes to produce certain calories worth of vegetarian food you can produce alot less meat.",We-should-adopt-vegetarianism,pro,Vegetarianism,1
1533,0.6,Gun violence is less prevalent in countries with high video game use.,We-should-allow-the-sale-of-violent-video-games-to-minors,con,Violent Video Games,1
2060,0.6,It would be very difficult to enforce restrictions on buying violent video games in digital stores. It's most likely just going to ruin the system for everyone else.,We-should-allow-the-sale-of-violent-video-games-to-minors,con,Violent Video Games,1
2085,0.6,"Kids need an outlet for their anger, frustration, and violent urges; we much prefer the outlet be through video games rather than a classmate or neighbour.",We-should-allow-the-sale-of-violent-video-games-to-minors,con,Violent Video Games,1
2280,0.6,"Minors are able to distinguish their moral reasoning and reletavism concerning reality and violent video games. Violent video games exspose minors to violence. However, it doenst inherently cause minors to want to be violent.",We-should-allow-the-sale-of-violent-video-games-to-minors,con,Violent Video Games,1
2333,0.6,Most studies find that participants did not have raised aggression levels. They could not identify violence quicker than before when shown images. Similarly car games people played did not make them identify images of vehicles faster.,We-should-allow-the-sale-of-violent-video-games-to-minors,con,Violent Video Games,1
2347,0.6,"Nearly all young men play video games, so the fact that some people who commit violent acts also played games should not be surprising, nor does it imply a causal relationship.",We-should-allow-the-sale-of-violent-video-games-to-minors,con,Violent Video Games,1
4056,0.6,The fact that violent kids play violent video games doesn't mean that the games caused the violence. especially since there are millions of non-violent children playing the same games.,We-should-allow-the-sale-of-violent-video-games-to-minors,con,Violent Video Games,1
4402,0.6,"Things that we ban are significantly cooler,so banning those video games would practically put them in any child computer",We-should-allow-the-sale-of-violent-video-games-to-minors,con,Violent Video Games,1
4641,0.6,"Violent video games can be an outlet for kids to relieve stress, anxiety or otherwise express any violent tendencies in a safe way, as opposed to bottling up that aggression and unleashing it on others.",We-should-allow-the-sale-of-violent-video-games-to-minors,con,Violent Video Games,1
4872,0.6,We should not ban the sale of violent video games to minors because this law would actually increase the demand for the banned or restricted games.,We-should-allow-the-sale-of-violent-video-games-to-minors,con,Violent Video Games,1
5263,0.6,kids can learn alot right from wrong playing thoes video games. when playing violent games with proper parental presence it can be even beneficial,We-should-allow-the-sale-of-violent-video-games-to-minors,con,Violent Video Games,1
1669,0.6,"If doping becomes the norm in professional sports, it is likely to gradually become the norm for lower leagues as well. This means it will start at a very young age and increase the harms.",We-should-ban-doping-in-sport,con,Doping in Sport,1
1676,0.6,"If everyone starts doping then everyone will improve the same amount, so what is the point in putting their health at risk.",We-should-ban-doping-in-sport,con,Doping in Sport,1
2198,0.6,"Many athletes are role models, so their participation in doping would create a bad example for the children who look up to them.",We-should-ban-doping-in-sport,con,Doping in Sport,1
3913,0.6,"Steroids can cause elevated cholesterol levels, increased incidence of heart disease, addiction, serious liver damage, sex-trait changes and often severe behavioral changes, particularly heightened aggressiveness.",We-should-ban-doping-in-sport,con,Doping in Sport,1
1164,0.6,"Fossil fuels will end sometimes, and doing it gradually now will make us much more prepared to handle a non fossil fuel world",We-should-ban-fossil-fuels,pro,Fossil Fuels,1
1525,0.6,Great dependence on fossil-fuels and centralization of producers may massively cause bumps in market costs of fuel. This leads to an international economic instability.,We-should-ban-fossil-fuels,pro,Fossil Fuels,1
1693,0.6,If one country bans fossil fuels it encourages other countries to take similar action.,We-should-ban-fossil-fuels,pro,Fossil Fuels,1
3954,0.6,Technology that requires fossil fuel energy for operation are heavily poluting. Banning fossil fuels would oblige the creation of energy sources that would pollute less.,We-should-ban-fossil-fuels,pro,Fossil Fuels,1
4031,0.6,"The damages fossil fuels cause to the environment are creating natural disasters, that eventually cause more economical harms then the benefits they create.",We-should-ban-fossil-fuels,pro,Fossil Fuels,1
4048,0.6,"The environment is at a tipping point, so if we ban fossil fuels now we can reverse the damage done to it, but if we don't the damage would be irreversible",We-should-ban-fossil-fuels,pro,Fossil Fuels,1
4182,0.6,The only way to provide any space for energy alternatives to enter the market is by artificially decreasing the power of fossil fuels through a ban.,We-should-ban-fossil-fuels,pro,Fossil Fuels,1
4770,0.6,We should ban fossil fuels because it will force oil-rich nations out of their resource curse and towards more diversified economies that will ultimately help their citizens more.,We-should-ban-fossil-fuels,pro,Fossil Fuels,1
4774,0.6,We should ban fossil fuels because the industry props up some of the world's worst regimes and gives them the wealth and power to mistreat their people and war monger.,We-should-ban-fossil-fuels,pro,Fossil Fuels,1
2062,0.6,"It would encourage minors to play other video games, which could have more of a focus on problem solving and other useful skills",We-should-ban-the-sale-of-violent-video-games-to-minors,pro,Violent Video Games,1
4586,0.6,Video games are unrealistic and children are not experienced enough to know the difference. Giving children an unrealistic view of life is potentially damaging to well adjusted mental health.,We-should-ban-the-sale-of-violent-video-games-to-minors,pro,Violent Video Games,1
4611,0.6,Violent games damage children's ability to perceive good and evil. These almost human beings are not capable to reason in axiological terms so games like chess and checkers make them potential serial killers.,We-should-ban-the-sale-of-violent-video-games-to-minors,pro,Violent Video Games,1
4673,0.6,"Violent video games show graphic and disturbing material that is not suitable for young people, and the government should take an interest in protecting against bad parenting by banning the sale of them to minors.",We-should-ban-the-sale-of-violent-video-games-to-minors,pro,Violent Video Games,1
4675,0.6,"Violent video games will affect the healthly mind development of the minors, whom are still growing and getting mature for this kind of content",We-should-ban-the-sale-of-violent-video-games-to-minors,pro,Violent Video Games,1
4798,0.6,We should ban the sale of violent video games to minors because they can warp children's idea of what is acceptable or normal.,We-should-ban-the-sale-of-violent-video-games-to-minors,pro,Violent Video Games,1
5280,0.6,"minors are influence more from violence video games, and than execute violent also in real life.",We-should-ban-the-sale-of-violent-video-games-to-minors,pro,Violent Video Games,1
5433,0.6,"violent heroes in video game often serve as role models for minors, and overshadowing more positive role models in the real world",We-should-ban-the-sale-of-violent-video-games-to-minors,pro,Violent Video Games,1
2096,0.6,Large scale analysis of citizens can provide unique insights that are unattainable without access to massive datasets about real people. These insights could solve societal problems.,We-should-discourage-information-privacy-laws,con,Information Privacy Laws,1
2134,0.6,Letting athletes to dope will allow us to examine what is the maximum human capacity o physical activity.,We-should-legalize-doping-in-sport,pro,Doping in Sport,1
4214,0.6,"The punishment for accidentally taking a banned substance is far too high and can ruin an athlete's life, it isn't worth it.",We-should-legalize-doping-in-sport,pro,Doping in Sport,1
4341,0.6,"There is a lot of money to be made in sports, athletes should be able to take drugs and do whatever they need to make that money.",We-should-legalize-doping-in-sport,pro,Doping in Sport,1
4715,0.6,"We enjoy sports because we like seeing athelits who are better then us, doping will improve the expirience of sports.",We-should-legalize-doping-in-sport,pro,Doping in Sport,1
4934,0.6,When doping illegali the athelits are taking risks and are unregulated. When doping is legal we have better regulation and less overdoses of athelits,We-should-legalize-doping-in-sport,pro,Doping in Sport,1
259,0.6,Autonomous car will never reach speed of human brain reaction in case of sudden event,We-should-limit-autonomous-cars,pro,Autonomous Cars,1
262,0.6,"Autonomous cars, and individual transport, are not worth pursuing, they are not the future; rather, mass transport - trains, planes, &amp;quot;Hyperloop&amp;quot;, ... - will provide mobility to a growing population concentrated in urban population centers.",We-should-limit-autonomous-cars,pro,Autonomous Cars,1
496,0.6,Autonomous vehicles becoming cheaper than human-driven equivalents will put the entire transportation sector out of a job.,We-should-limit-autonomous-cars,pro,Autonomous Cars,1
1506,0.6,"Giving autonomy to cars is giving tools to enemies to exterminate us. If we understand society as a stability tending organism, any imbalance will provoke uncontrollable changes that will lead us to chaos and elimination.",We-should-limit-autonomous-cars,pro,Autonomous Cars,1
1563,0.6,"Human self-reliance and competency decreases when computers take over important skills. This already happened in the air travel industry, where pilot dependence on computers has decreased skill level.",We-should-limit-autonomous-cars,pro,Autonomous Cars,1
2108,0.6,Learning to drive a car is an important step in a young adults development. They gain respect and discipline and the importance of being a responsible adult. With autonomous cars this experience will be lost,We-should-limit-autonomous-cars,pro,Autonomous Cars,1
3000,0.6,"Self-driving cars will have to operate on infrastructure that has been not optimized for the use of autonomous vehicles and may, therefore, cause accidents",We-should-limit-autonomous-cars,pro,Autonomous Cars,1
3984,0.6,The ai in auto cars could fail and kill someone or not stop in time of a red light,We-should-limit-autonomous-cars,pro,Autonomous Cars,1
4316,0.6,"There are much more important challenges to be spending our time, money and expertise on than Autonomous Cars, e.g. health service",We-should-limit-autonomous-cars,pro,Autonomous Cars,1
545,0.6,Banning fossil fuels will result in many poorer citizens being left in the cold or without transportation since the alternative technology is not readily available.,We-should-not-ban-fossil-fuels,con,Fossil Fuels,1
778,0.6,"Creating energy from fossil fuels is relatively cheap, which is reflected in the cost of fossil-energy based devices, allowing people from poor economic background to have a broad use of technology. This leads to social mobolity.",We-should-not-ban-fossil-fuels,con,Fossil Fuels,1
3030,0.6,"Since I can't extract my own oil or harvest my own natural gas, I can only use the fossil resources that government provides, so banning those fuels would mean government would have to provide better alternatives.",We-should-not-ban-fossil-fuels,con,Fossil Fuels,1
4294,0.6,"There aren't enough viable alternatives for fossil fuels, so we won't have things like electricity, therefore millions will die",We-should-not-ban-fossil-fuels,con,Fossil Fuels,1
4323,0.6,"There are not enough cheap alternatives to fossil fuels, banning it at this stage can make entire cities collapse for lack of power.",We-should-not-ban-fossil-fuels,con,Fossil Fuels,1
4455,0.6,"Today we are too much dependent on fossil fuels and the share of clean energy is not high enough, so we can't ban it with no sufficient alternatives",We-should-not-ban-fossil-fuels,con,Fossil Fuels,1
5274,0.6,"many current workplaces are based on the use and production of fossil fuels, thus banning it will result in great unemployment",We-should-not-ban-fossil-fuels,con,Fossil Fuels,1
372,0.6,"Autonomous cars should be further developed and improved, they provide a creative means of transportation for big cities.",We-should-promote-autonomous-cars,con,Autonomous Cars,1
379,0.6,Autonomous cars will allow drivers to use their time more productively.,We-should-promote-autonomous-cars,con,Autonomous Cars,1
392,0.6,Autonomous cars will be of great help to people who have difficulty driving.,We-should-promote-autonomous-cars,con,Autonomous Cars,1
469,0.6,Autonomous cars will reduce the number of cars on the road and reduce the traffic jam by coordinating with each other in real time,We-should-promote-autonomous-cars,con,Autonomous Cars,1
508,0.6,"Autonomous vehicles respect the rules by default. They don't speed, respect traffic lights and stops.",We-should-promote-autonomous-cars,con,Autonomous Cars,1
1568,0.6,"Humans are terrible drivers, inattentive and inexact in our usage, whilst self-driving cars will be far more reliable.",We-should-promote-autonomous-cars,con,Autonomous Cars,1
1569,0.6,"Humans are unpredictable, distractible and many times lack emotional intelligence. They drink alcohol and rage and multi-task while operating killing machines. There would be far less maiming and fatalities with A.I. in the future.",We-should-promote-autonomous-cars,con,Autonomous Cars,1
2273,0.6,"Millions of motor vehicle accidents occur every year, killing tens of thousands of people in the US alone because of mistakes that autonomous cars won't make.",We-should-promote-autonomous-cars,con,Autonomous Cars,1
2414,0.6,"Ongoing global growth of car usage is unsustainable, with far reaching consequences to the environment, health (mental as wells as physical) and safety. Our planet needs to optimise travel, autonomous cars is a major step forward.",We-should-promote-autonomous-cars,con,Autonomous Cars,1
4893,0.6,We should not stop the development of autonomous cars but STOP SHORT of developing autonomous cars and develop augmentative cars.,We-should-promote-autonomous-cars,con,Autonomous Cars,1
4936,0.6,"When finally developed, autonomous cars will provide seniors with mobility even after turning over their drivers license",We-should-promote-autonomous-cars,con,Autonomous Cars,1
5130,0.6,autonomous cars will reduce the price of overall products when their delivery and shipping cost decreases,We-should-promote-autonomous-cars,con,Autonomous Cars,1
167,0.6,Any information derived from direct contact with someone or their digital record SHOULD be protected.,We-should-support-information-privacy-laws,pro,Information Privacy Laws,1
203,0.6,As long as the privacy of one person does not take away the democratic insight and transparency for others,We-should-support-information-privacy-laws,pro,Information Privacy Laws,1
752,0.6,Companies using data for financial gain have no incentive to be reasonable in the way they process and use data. So practices cannot be expected to change without imposed regulations.,We-should-support-information-privacy-laws,pro,Information Privacy Laws,1
843,0.6,"Data Privacy is important as people should know what they are sharing with whom, they are entitled GDPR laws protecting them from misuse and provide proper compensation while making privacy a topmost priority for any company",We-should-support-information-privacy-laws,pro,Information Privacy Laws,1
1821,0.6,"Increasingly, companies are taking advantage of people by collecting data about them without their knowledge and consent and using it for their own profits.",We-should-support-information-privacy-laws,pro,Information Privacy Laws,1
1863,0.6,Information privacy laws are important to protect individuals,We-should-support-information-privacy-laws,pro,Information Privacy Laws,1
2036,0.6,It might prevent companies from utilizing personal information for public interests as well as private ones.,We-should-support-information-privacy-laws,pro,Information Privacy Laws,1
2145,0.6,"Like knowledge, data should be available to the world. But the only win-win solution is that the same is available if anonymized, so that we can all use the insights and ""stay safe"".",We-should-support-information-privacy-laws,pro,Information Privacy Laws,1
2378,0.6,No human being should be punished indefinitely for their mistakes and basic privacy law of the right to be forgotten is essential to allow them to move on.,We-should-support-information-privacy-laws,pro,Information Privacy Laws,1
3007,0.6,Service Providers can be transparent with how they use the data collected and if they betray their usage agreements suffer the business consequences of that breach of trust.,We-should-support-information-privacy-laws,pro,Information Privacy Laws,1
4349,0.6,There is certainly a need to restrict at every stage what the companies can know and what they should know.,We-should-support-information-privacy-laws,pro,Information Privacy Laws,1
4376,0.6,"There must be a solid and clear legal framework defining boundaries, instead of easy to twist overarching principles. Information collection being part of our everyday life there is no reason why it should not be regulated.",We-should-support-information-privacy-laws,pro,Information Privacy Laws,1
5230,0.6,"if your company sells privacy solutions, it should support the same policies for its employees.",We-should-support-information-privacy-laws,pro,Information Privacy Laws,1
2504,0.611111111,Online shopping does not bring more harm than good because it increases the freedom of choice for people in rural areas.,Online-shopping-brings-more-good-than-harm,con,Online Shopping,1
3352,0.611111111,"Social media connects people with disparate opinions, creating an antagonistic understanding of people with different political opinions.",Social-media-brings-more-good-than-harm,con,Social Media,1
5403,0.611111111,"the opportunity to share your experiences with the world makes people value their own experiences more than if they couldn't share them with a large audience, making them happier and more satisfied with their life",Social-media-brings-more-good-than-harm,con,Social Media,1
160,0.611111111,"Animals might have the right not to excessively suffer, but not the right not to be eaten, this means that you don't need to adopt vegetarianism as long as you eat ethically sourced meat.",We-should-abandon-vegetarianism,con,Cryptocurrency,1
525,0.611111111,Banks make bad investments that hurt the whole economy because they have so much capital and power. Crypto reduces the possible harm they can do.,We-should-adopt-cryptocurrency,pro,Cryptocurrency,1
794,0.611111111,Cryptocurrency allows for the creation of smart contracts that eliminate entrusting third parties with your money.,We-should-adopt-cryptocurrency,pro,Cryptocurrency,1
908,0.611111111,"Doping can lead to psychological problems, leading to spillover harms for the families and friends of athletes.",We-should-ban-doping-in-sport,con,Doping in Sport,1
4778,0.611111111,"We should ban fossil fuels because there is no way to balance ""fair"" usage among all countries and peoples unless we all go cold turkey.",We-should-ban-fossil-fuels,pro,Fossil Fuels,1
5035,0.611111111,Without readily available sources of energy such as fossil fuels society will have difficulty functioning the way it does now.,We-should-not-ban-fossil-fuels,con,Fossil Fuels,1
323,0.611111111,Autonomous cars can serve the goal of women liberation in many countries where women are not allowed to or taught how to drive.,We-should-promote-autonomous-cars,con,Autonomous Cars,1
2212,0.615384615,"Many minority groups have been historically harmed by medical institutions and so distrust the system, the government shouldn't be forcing these people into that system after being responsible for harm caused.",Flu-vaccination-should-not-be-mandatory,con,Flu Vaccine,1
2315,0.615384615,"Most diseases that vaccines target are relatively harmless in many cases, thus making vaccines unnecessary.",Flu-vaccination-should-not-be-mandatory,con,Flu Vaccine,1
4210,0.615384615,The proposal will reinforce antivaxers' narrative and lead to skepticism of much more essential vaccines,Flu-vaccination-should-not-be-mandatory,con,Flu Vaccine,1
682,0.615384615,Casinos are exploitative of those with gambling addictions.,Gambling-should-be-banned,pro,Gambling,1
4430,0.615384615,Though legal in some states the odds are typically against the gambler. Gambling's can be quite risky for some people with addictions.,Gambling-should-be-banned,pro,Gambling,1
42,0.615384615,A government shouldn't interfere with how citizens spend their money,Gambling-should-not-be-banned,con,Gambling,1
1261,0.615384615,Gambling gives people hope to become rich and makes them happy,Gambling-should-not-be-banned,con,Gambling,1
1447,0.615384615,"Gambling should be avoided, but not banned. People should be rather educated to avoid gambling. More informed and educated people will not gamble that much.",Gambling-should-not-be-banned,con,Gambling,1
1723,0.615384615,If we ban legal gambling then illegal gambling will increase leading to more organized crime.,Gambling-should-not-be-banned,con,Gambling,1
4443,0.615384615,"To gamble is a personal decision and since it is allowed by law, it represents an individual right. This practice generates several direct and indirect taxes, helping develop different sides of the entertainment and travel industries.",Gambling-should-not-be-banned,con,Gambling,1
2511,0.615384615,Online shopping eliminates the need of physically going to the store,Online-shopping-brings-more-good-than-harm,con,Online Shopping,1
2562,0.615384615,Online shopping is better for the environment by preventing car emissions caused by traveling to stores and the pollution created by physical store buildings.,Online-shopping-brings-more-good-than-harm,con,Online Shopping,1
2003,0.615384615,"It is known we must have a healthy local economy. If we continue with online shopping, by current trends people will buy most of their goods in foreign economies and hurt the local economy severely.",Online-shopping-brings-more-harm-than-good,pro,Online Shopping,1
2502,0.615384615,"Online shopping disregards national borders. This makes it harder for weaker countries to develop local industries in the first place, since those industries have to constantly compete with more established industries abroad.",Online-shopping-brings-more-harm-than-good,pro,Online Shopping,1
3309,0.615384615,Social media can be used to quickly mobilize large numbers of people for good after disasters or personal tragedies as seen in the many charitable gofundme campaigns.,Social-media-brings-more-good-than-harm,con,Social Media,1
3392,0.615384615,Social media distributes power from the few to the many.,Social-media-brings-more-good-than-harm,con,Social Media,1
3535,0.615384615,Social media helps keep in contact with distant friends all over the world. Gives us a feeling of connection to people in different time zones and locations.,Social-media-brings-more-good-than-harm,con,Social Media,1
3756,0.615384615,Social media platforms allow to more transparency of information as it reduces dependency on a small elite groups that see themselves as the owners of the truth for society.,Social-media-brings-more-good-than-harm,con,Social Media,1
3775,0.615384615,Social media provides a platform for debate and truly open discussion.,Social-media-brings-more-good-than-harm,con,Social Media,1
3942,0.615384615,Targeted advertising based on social media analytics can provide opportunities for users to satisfy their current needs and interests.,Social-media-brings-more-good-than-harm,con,Social Media,1
1852,0.615384615,"Information overload from social media causes loss of focus, creates biases and takes away a lot of time from important and necessary things (parenting, reading books, studying, sports...)",Social-media-brings-more-harm-than-good,pro,Social Media,1
2164,0.615384615,Lots of misinformation can be spread around the world in real time in a snow ball effect.,Social-media-brings-more-harm-than-good,pro,Social Media,1
2384,0.615384615,None of the social media have so for proven that can provide confidence to end users to protect their individual interest and personal data. this is a serious issue need to be addressed.,Social-media-brings-more-harm-than-good,pro,Social Media,1
2811,0.615384615,Peoples privacy is decreasing as social media gives them a fake presence,Social-media-brings-more-harm-than-good,pro,Social Media,1
3398,0.615384615,"Social media does bring a more complicated set of scenarios in a country like India, where people blindly believe any false news or headline they read. Certain elements to cause riots and create separation in society.",Social-media-brings-more-harm-than-good,pro,Social Media,1
3430,0.615384615,"Social media exacerbate the problem of ""naming and shaming"", causing the spread of much hurt and pain.",Social-media-brings-more-harm-than-good,pro,Social Media,1
3690,0.615384615,Social media is uncontrolled network which can give fame or shame to anyone without acknowledging the facts.,Social-media-brings-more-harm-than-good,pro,Social Media,1
4572,0.615384615,"Vegetarians elevate the value of animal life over plant life. Research shows that plants respond electrochemically to threats and may feel fear, so vegetarians also cause harm every time they kill and eat a plant.",We-should-abandon-vegetarianism,con,Cryptocurrency,1
2000,0.615384615,"It is inhumane to slaughter creatures who feel pain and want to live, especially when killing and eating flesh food is: (1) scientifically unnecessary; and (2) harmful to soil, water, and air.",We-should-adopt-vegetarianism,pro,Vegetarianism,1
4759,0.615384615,We should adopt vegetarianism because raising livestock for slaughter is one of the largest contributors to climate change.,We-should-adopt-vegetarianism,pro,Vegetarianism,1
666,0.615384615,"By showing the consequences of applying violence within the videos, children can be educated before bringing anything to practice.",We-should-allow-the-sale-of-violent-video-games-to-minors,con,Violent Video Games,1
2671,0.615384615,Parents have a right to monitor their children's activities and decide what is or isn't appropriate for their children.,We-should-allow-the-sale-of-violent-video-games-to-minors,con,Violent Video Games,1
4605,0.615384615,"Violent games allow youth to experiment with moral issues such as war, violence, and death without real world consequences.",We-should-allow-the-sale-of-violent-video-games-to-minors,con,Violent Video Games,1
1596,0.615384615,"I believe violent video games that could encourage a violent act to potentially be carried out by someone, especially a minor, should have an age requirement in order to purchase the game.",We-should-ban-the-sale-of-violent-video-games-to-minors,pro,Violent Video Games,1
4357,0.615384615,There is no evidence to suggest that there is any psychological or learning benefit from video games.,We-should-ban-the-sale-of-violent-video-games-to-minors,pro,Violent Video Games,1
4588,0.615384615,"Video games often require players to simulate violent actions, such as stabbing, shooting, or dismembering someone with an ax, sword, chainsaw, or other weapons.",We-should-ban-the-sale-of-violent-video-games-to-minors,pro,Violent Video Games,1
5212,0.615384615,"garbage in = garbage out, the more we push the boundaries of common decency the more we desensitize impressionable youth to what violence, sex and other harmful behaviors can do.",We-should-ban-the-sale-of-violent-video-games-to-minors,pro,Violent Video Games,1
1877,0.615384615,Information privacy laws restrict information in hands of only few people who can then exploit that information for personal interests,We-should-discourage-information-privacy-laws,con,Information Privacy Laws,1
2104,0.615384615,Laws without administrative transparency and valid appeals system are often exploited.,We-should-discourage-information-privacy-laws,con,Information Privacy Laws,1
4202,0.615384615,"The problem with such laws is that often, it is only the rich and powerful that have the capability to take advantage of them and they do not serve all.",We-should-discourage-information-privacy-laws,con,Information Privacy Laws,1
252,0.615384615,Automation drives the further lack of engaging in the world around us that society clearly lacks these days,We-should-limit-autonomous-cars,pro,Autonomous Cars,1
4087,0.615384615,The governance of the control might be hindered in case of hijacking/hacking of the system,We-should-limit-autonomous-cars,pro,Autonomous Cars,1
426,0.615384615,"Autonomous cars will free up time to do other things such as reading, working, doing emails. This time freed up will improve productivity and our ability to learn more",We-should-promote-autonomous-cars,con,Autonomous Cars,1
4976,0.615384615,"While it will reduce the number of employments, actually it will reduce the number of accidents and the general quality of roads too, which is a better option",We-should-promote-autonomous-cars,con,Autonomous Cars,1
5007,0.615384615,"With autonomous cars that have network capability, they could work as a swarm and drive more efficiently as a collective. Tighter gaps between cars and efficient lane switching. Traffic light co-ordination etc.",We-should-promote-autonomous-cars,con,Autonomous Cars,1
5014,0.615384615,"With so many distractions becoming available (e.g., smart phones, automated bill board displays) people are becoming less able to drive safely. Autonomous drivers would not have these distractions and would be safer.",We-should-promote-autonomous-cars,con,Autonomous Cars,1
771,0.615384615,"Corporations cannot be trusted to keep our data safe, so they cannot be trusted to possess that data in the first place.",We-should-support-information-privacy-laws,pro,Information Privacy Laws,1
2870,0.615384615,"Privacy laws are need of hour in digital world. Even government agencies should have restricted privacy info based on social needs. Parties involved in flouting laws for benefits, should be penalized to set examples for others.",We-should-support-information-privacy-laws,pro,Information Privacy Laws,1
4477,0.615384615,US should fully support a GDPR-type law. There is too much potential for data misuse by both companies and individuals. Americans/US Residents should have same rights as Europeans to see/delete data,We-should-support-information-privacy-laws,pro,Information Privacy Laws,1
506,0.619047619,Autonomous vehicles have to be pre-planned with how they prioritize situations in which at least one person has to get hurt and are less able to respond to the nuances of these situations than people,We-should-limit-autonomous-cars,pro,Autonomous Cars,1
5125,0.619047619,"autonomous cars will have an ambiguous morality that will depend on the person who built them. thus, in situation where the car has no option rather than crashing, it is unclear who would it sacrifice",We-should-limit-autonomous-cars,pro,Autonomous Cars,1
337,0.619047619,"Autonomous cars free up the time drivers would normally spend and allow them do focus on work, increasing productivity",We-should-promote-autonomous-cars,con,Autonomous Cars,1
2043,0.625,"It spins the debate from whether vaccinations are OK or not to whether it is OK to mandate that, thus more people see vaccination as a good thing",Flu-vaccination-should-be-mandatory,pro,Flu Vaccine,1
4222,0.625,"The reason most people don't get vaccinated isn't a preference against it, just carelesness or lack of information. Therefore, their autonomy isn't significantly harmed.",Flu-vaccination-should-be-mandatory,pro,Flu Vaccine,1
4229,0.625,"The right to life is facilitative, so no right is more important than health and the protection of ones life.",Flu-vaccination-should-be-mandatory,pro,Flu Vaccine,1
4251,0.625,The state has an obligation to protect the majority of the citizens from reckless behavior of some of them.,Flu-vaccination-should-be-mandatory,pro,Flu Vaccine,1
4327,0.625,"There are people that can't get the vaccines, and they depend on the immunity of others to prevent them getting sick. Not vaccinating actively harms them.",Flu-vaccination-should-be-mandatory,pro,Flu Vaccine,1
2061,0.625,"It would create a public backlash against the medical system and a wider spread of fake news, e.g. the government is trying to make you sick in order to control you",Flu-vaccination-should-not-be-mandatory,con,Flu Vaccine,1
2687,0.625,"People are already well aware of the harms of the flu and the benefits of vaccination, meaning that the government should allow people to make the decisions they deem best for themselves.",Flu-vaccination-should-not-be-mandatory,con,Flu Vaccine,1
2724,0.625,"People have a right to agency over their bodies which we hold Paramount. It is wrong to force someone to change or insert unwanted material into their body, even in order to save someone else",Flu-vaccination-should-not-be-mandatory,con,Flu Vaccine,1
4069,0.625,"The flu vaccine can cause serious illness and even death in some cases, and thus a government mandate to vaccinate puts lives at risk.",Flu-vaccination-should-not-be-mandatory,con,Flu Vaccine,1
4180,0.625,"The only way to enforce these kinds of mandates is through fines or jail time, both won't change people's opinions while significantly impeding societal productivity and hurting individuals.",Flu-vaccination-should-not-be-mandatory,con,Flu Vaccine,1
4307,0.625,"There are many strains of flu each year, so the effectivity in preventing illness by the vaccine for flu is very limited",Flu-vaccination-should-not-be-mandatory,con,Flu Vaccine,1
4414,0.625,"This will cause strong public resentment, as people will feel that the state is not respectingtheir rights and autonomy.",Flu-vaccination-should-not-be-mandatory,con,Flu Vaccine,1
655,0.625,"By losing a lot of money, people turn to the black market in order to try and get back their debts, but are then being affected by criminals who hurt their lives even more.",Gambling-should-be-banned,pro,Gambling,1
1367,0.625,"Gambling is highly addictive, and people are unable to take care of themselves. The government should take care of them for their own benefit.",Gambling-should-be-banned,pro,Gambling,1
1398,0.625,"Gambling is super addictive to some people. Addicted people and practically not free to choose avoiding the gamble. Since they are not free to protect themselves, the state should do it.",Gambling-should-be-banned,pro,Gambling,1
1933,0.625,"It brings people to enormous debts because gambling is made so that it is unlikely for the participant to win, which makes them suffer and fail to continue living a healthy life.",Gambling-should-be-banned,pro,Gambling,1
4076,0.625,The gambler is hurting not only himself but his family and friends who have to deal with bursts of rage and incompetency or loaning him money,Gambling-should-be-banned,pro,Gambling,1
528,0.625,"Banning an activity does not prevent it, it only drives it underground where it continues unregulated and un taxed.",Gambling-should-not-be-banned,con,Gambling,1
1224,0.625,"Gambling can provide an attractive factor to otherwise ""boring"" areas, stimulating economic activity.",Gambling-should-not-be-banned,con,Gambling,1
1376,0.625,"Gambling is massively beneficial for a state's economy, since it benefits foreign tourism and creates lots of jobs, while the overall amount of money spent is fairly small.",Gambling-should-not-be-banned,con,Gambling,1
1598,0.625,I didn't agree for the state to limit my autonomy if it hurts only myself and it does so this is a section in a contract that I didn't agree upon and would be nullified,Gambling-should-not-be-banned,con,Gambling,1
2646,0.625,Only a certain percentage get addicted to gambling so why should the rest suffer.,Gambling-should-not-be-banned,con,Gambling,1
