sentence_id,sentence,context,topic,label,#positive,#negative,sentence_internal_id,val,test
311,"And I think that this is true because it's quite obvious that the status quo is in lake holy enforceable thing like we're, not gonna be we're, not going to pretend that we can a hundred percent prevent younger people from being able access alcohol, but we think that on like, as a point of comparison, more young people are going to struggle the axis alcohol if the drinking age is higher and that's still a win for us","Besides all those reasons though I want to talk about why keeping the drinking age where it is actually a pretty effective way of limiting the access of alcohol to younger people  And I think that this is true because it's quite obvious that the status quo is in lake holy enforceable thing like we're, not gonna be we're, not going to pretend that we can a hundred percent prevent younger people from  being able access alcohol, but we think that on like, as a point of comparison, more young people are going to struggle the axis alcohol if the drinking age is higher and that's still a win for us",We should lower the drinking age,0,0,3,336,FALSE,TRUE
312,"This brings us to our second independent point, which is about I'll call being physically detrimental first it's bad for the brain, especially when it's still developing, which anyone below the age of like twenty five is, but especially when you're specially young it's like worse for you to hinder that development than say when I'm twenty one or twenty two","They don't understand, they can't conceptualize what brain damage looks like, or what a lifetime of being addicted to alcohol might look like, and also we have to protect them until they can consent into those protect potential harms  This brings us to our second independent point, which is about I'll call being physically detrimental first it's bad for the brain, especially when it's still developing, which anyone below the age of like twenty five is, but especially when you're  specially young it's like worse for you to hinder that development than say when I'm twenty one or twenty two",We should lower the drinking age,1,3,0,311,FALSE,TRUE
313,These norms are created by other factors in society and people respond with cosmetic surgery to try and fit into those norms,"But moreover, we think he's got the directionality of blame entirely wrong it's, not cosmetic surgery that causes and perpetuates these bad norms  These norms are created by other factors in society and people respond with cosmetic surgery to try and fit into those norms  ",We should ban cosmetic surgery,0,1,2,662,FALSE,TRUE
314,One reason why the cold war never turned hot and why there was never a nuclear war between the soviets and the americans was that they were able to use the united nations as a way to express what was acceptable and unacceptable to them on a global scale,"The veto was basically what makes the united nations useful if there's no security council veto, then there's no reason for powerful countries like russia or the united states which can impose their will globally without need for recourse to the united nations to participate in the united nations we see that in the past, the united nations has been extremely successful at preventing war between powerful countries  One reason why the cold war never turned hot and why there was never a nuclear war between the soviets and the americans was that they were able to use the united nations as a way to express what was acceptable  and unacceptable to them on a global scale",We should abolish the United Nations Security Council veto power,0,1,2,1573,TRUE,FALSE
315,"Ladies and gentlemen, we have an interesting opposition line for you today, let's see how this goes","  Ladies and gentlemen, we have an interesting opposition line for you today, let's see how this goes  ",We should ban beauty contests,0,0,3,831,FALSE,TRUE
316,The crucial thing that these have an impact on is the availability of an abortion,So let's start by talking about what the reality is for women and abortion rights right now across the country abortion rights are being restricted abortion clinics are closing down mandatory waiting creature being institute at all other kinds of restrictions to make it harder and harder to get an abortion  The crucial thing that these have an impact on is the availability of an abortion  ,We should ban partial birth abortions,0,0,3,2,FALSE,TRUE
317,"We live in a country that values protecting individual freedom, even when they think that the decisions they might make our part for themselves or for society, something perpetuating a bad nor is not reason enough to ban it and tim doesn't do nearly enough work to show you why it should be and why should outweigh those personal freedoms","What this means is that banning cosmetic surgery, won't actually alleviate the issues that tim wants to deal with because they're going to continue to exist in so far as they are caused by underlying other causes, which means we don't think you should be getting cosmetic surgery, two main arguments first on whites, not justified to be banned cosmetic surgery, doesn't hurt the person doing it that badly and doesn't have any overflow harms  We live in a country that values protecting individual freedom, even when they think that the decisions they might make our part for themselves or for society, something perpetuating a bad nor is not reason enough to ban it and tim  doesn't do nearly enough work to show you why it should be and why should outweigh those personal freedoms",We should ban cosmetic surgery,1,3,0,664,FALSE,TRUE
318,"The only reason they haven't been actually removed is the lobbying power of the agricultural industry in the oil industry, which honestly do not have the best interest of the people at heart","The current subsidies of bio fuel are incredibly inefficient and have generally been opposed  The only reason they haven't been actually removed is the lobbying power of the agricultural industry in the oil industry, which honestly do not have the best interest of the people at heart  ",We should subsidize biofuels,0,1,2,113,FALSE,TRUE
319,"We see that in many parts of the world, the public is opposed to legalizing marijuana","So with that out of the way, three arguments for our side, the first is about democratic will in opposition  We see that in many parts of the world, the public is opposed to legalizing marijuana  ",We should legalize cannabis,1,2,1,121,FALSE,TRUE
320,"But now you don't have university officials trying to mitigate those harms, but regarding freedom of association, we actually think that people have the right to form these types of groups that if people want to associate with a group of like minded friends and call themselves some stupid name with great characters, then there's no reason why they shouldn't be able to do that the other team needs to explain to you why this is different than having something like a volleyball lacrosse team where many of the same harms might be perpetrated, but they happen to share a common interest in sports","They don't have to go through any kind of diversity training or anti alcohol poisoning, training like an official fraternity would and students still use them in the same way to get access to alcohol while they're under age so alternately all of the problems about lots of first and second year, student girls being in a basement with a bunch of guys, they don't know remain in place  But now you don't have university officials trying to mitigate those harms, but regarding freedom of association, we actually think that people have the right to form these types of groups that if people want to associate with a group of  like minded friends and call themselves some stupid name with great characters, then there's no reason why they shouldn't be able to do that the other team needs to explain to you why this is different than having something like a volleyball lacrosse team where many of the same harms might be perpetrated, but they happen to share a common interest in sports",We should ban fraternities,1,2,1,1232,FALSE,TRUE
321,"For example, I know that I have the right to reasonable trial trial by jury of my peers and a right to be protected in courts","The first is that animals cannot internalize the value of rights part of rights being part of the value of rights themselves is not the idea that it allows you to have this protection to have these freedoms but to know that you have those freedoms and to make choices for yourself and to make decisions for your life and your future with those protections in mind  For example, I know that I have the right to reasonable trial trial by jury of my peers and a right to be protected in courts  ",Bullfighting should be banned,0,0,3,1087,FALSE,TRUE
322,"For example, liposuction wall, it can be based in misogynist dorms can also be completely of the volition of someone who just simply once liposuction for health related reasons, prod to oppose","So it seems ridiculous then to a band of this sort of plastic surgery on the basis that it perpetuates misogynist norms, even other things that are linked specifically into beauty standards can have different justifications  For example, liposuction wall, it can be based in misogynist dorms can also be completely of the volition of someone who just simply once liposuction for health related reasons, prod to oppose  ",We should ban cosmetic surgery,0,1,2,585,TRUE,FALSE
323,"Moreover, who cares we recognize that money is the property of an individual and do not paternal lies the way in which the suspect because the standards for what is the useful expenditure versus not differs, depending on who is looking at the expenditure for some paying for a pact is a useless expenditure given that that part is not you tile to them, but for others, it is a very good expenditure because they gain a lot from having that pat cosmetic surgery is no different are secondary of clash has to do with cosmetic surgery as a form of empowerment","This is honestly very dumb arguement given that even in the example of a handbag, most of that money still goes to a corporation  Moreover, who cares we recognize that money is the property of an individual and do not paternal lies the way in which the suspect because the standards for what is the useful expenditure versus not differs, depending on who is looking  at the expenditure for some paying for a pact is a useless expenditure given that that part is not you tile to them, but for others, it is a very good expenditure because they gain a lot from having that pat cosmetic surgery is no different are secondary of clash has to do with cosmetic surgery as a form of empowerment",We should ban cosmetic surgery,0,1,2,484,FALSE,TRUE
324,"First, is that in a legal market, their advertising incentives to create perceptions of marijuana that are on realistic","We think this is true for two reasons  First, is that in a legal market, their advertising incentives to create perceptions of marijuana that are on realistic  ",We should legalize cannabis,0,1,2,141,FALSE,TRUE
325,So really the comparative is would you rather have for attorneys be on campus in a more regular fashion,"So there's, really nothing that you could actually do about banning fraternities in an off campus, informal capacity  So really the comparative is would you rather have for attorneys be on campus in a more regular fashion  ",We should ban fraternities,0,0,3,1212,FALSE,TRUE
326,"So the real question around is just like, if someone has the means the desire do we think they should be able to have cosmetic surgery","So that calculus house to be really skewed for them to one side in order for them to be willing to do that more over there are just massive parts of the population that can't afford cosmetic surgery at all so it's just not enough people who can do it in order for it to create any kind of norms or expectations so immediately we think that arguments gone  So the real question around is just like, if someone has the means the desire do we think they should be able to have cosmetic surgery  ",We should ban cosmetic surgery,0,1,2,507,TRUE,FALSE
327,"If you put it near the tall buildings, if you put it near even tall trees, it can block the wind turbines and make them considerably less efficient","Finally, we think that when power is actually isolated that this is incredibly problematic, the only place where you can actually have wind power power is far away from civilization  If you put it near the tall buildings, if you put it near even tall trees, it can block the wind turbines and make them considerably less efficient  ",We should further exploit wind power,0,1,2,1012,FALSE,TRUE
328,"I think it misses the fundamental point that the problem with cosmetic surgery isn't the act of getting cosmetic surgery, it's generally speaking the norm that there is a a specific beauty standard that individuals must be held to and beat the even broader standard that armed men in general get to dictate beauty standards that women than conform to I don't think banning cosmetic surgery, sold these big macro issues at the end of the day misogyny is a quite flexible weapon, and I don't think that banning cosmetic surgery is going to have much of an impact","Our first independent point, which I think really cuts to the meat of almost everything that government tells you is that specifically banning cosmetic surgery on the basis that it perpetuates misogynist norms is itself blaming women and victims broadly arm for the you know, damage that is inflicted upon them when we hear from government specifically the line that we need to ban cosmetic surgery, you know, because this is this socially harmful practice that can drives artificial beauty norms  I think it misses the fundamental point that the problem with cosmetic surgery isn't the act of getting cosmetic surgery, it's generally speaking the norm that there is a a specific beauty standard that individuals must be held to and beat  the even broader standard that armed men in general get to dictate beauty standards that women than conform to I don't think banning cosmetic surgery, sold these big macro issues at the end of the day misogyny is a quite flexible weapon, and I don't think that banning cosmetic surgery is going to have much of an impact",We should ban cosmetic surgery,0,1,2,573,TRUE,FALSE
329,"So combination is something that is deserving of a of an ownership claim but also recognize that the most blatant examples of this like, say sampling for example, in music do require you to actually pay money to the person that initially created the things like a lot of the time, the way we combine things requires payments to those who came before us","So it is right worth recognizing that this isn't the property of the people that might have created the rock of the water, whatever this is my thing because I made this unique item, and I actually put in meaningful input, the change the landscape  So combination is something that is deserving of a of an ownership claim but also recognize that the most blatant examples of this like, say sampling for example, in music do require you to actually pay money to the person that  initially created the things like a lot of the time, the way we combine things requires payments to those who came before us",We should abolish intellectual property rights,0,0,3,755,FALSE,TRUE
330,And ultimately quite anti social or that the police will resort to profiling and making decisions that are based on prejudice about whether or not they think someone has been using marijuana,"So so we think there's two outcomes, one would be that people would get away with this, which is very dangerous behavior  And ultimately quite anti social or that the police will resort to profiling and making decisions that are based on prejudice about whether or not they think someone has been using marijuana  ",We should legalize cannabis,0,0,3,132,FALSE,TRUE
331,"So if you let people drink at eighteen error at yeah at eighteen and then they start drinking, actually at like, fifteen or sixteen than those information that lack of ability to access meaningful information on the practice is even greater","So if you can start tracking at like sixteen, then you just start actually doing it at fourteen, the problem with this is two fold one the information about that I discussed earlier scales out to an even greater extent, the younger you go  So if you let people drink at eighteen error at yeah at eighteen and then they start drinking, actually at like, fifteen or sixteen than those information that lack of ability to access meaningful information on the practice is even greater  ",We should lower the drinking age,1,2,1,355,FALSE,TRUE
332,"This takes time this means that as our children are not really physically ready to have sex, this this social norm is increasingly becoming more and more open to the to the idea that they are with every passing generation","This happens among other things because sex sells and because there are financial interests plea and they are happening way faster than the physical adaptations that are required to lake that's that to require an actual evolutionary bay all that like biological process  This takes time this means that as our children are not really physically ready to have sex, this this social norm is increasingly becoming more and more open to the to the idea that they are with every passing generation  ",We should lower the age of consent,0,1,2,1698,FALSE,TRUE
333,"And the reason for this is because I'm, if we want people to say create music, people are going to be able to spend their lives creating music or art or things like that unless you give them a way to make money off of that","I think that you should have the right to profit off fast because it's your work on if you should be rewarded for it, but I also think that it's important to our up hold intellectual property rights on a outcomes based framework  And the reason for this is because I'm, if we want people to say create music, people are going to be able to spend their lives creating music or art or things like that unless you give them a way to  make money off of that",We should abolish intellectual property rights,1,2,1,802,FALSE,TRUE
334,"So we don't all die, but as far as choosing the best form of add ons, alternative energy, green energy, I think that wind power is vastly inferior to alternatives like solar energy for a couple of reasons","So I think that if you're going to invest and obviously you should invest in some kind of a green tack, comparatively because it's a lot better than oil and gas for the environment, which is incredibly important right now  So we don't all die, but as far as choosing the best form of add ons, alternative energy, green energy, I think that wind power is vastly inferior to alternatives like solar energy for a couple of reasons  ",We should further exploit wind power,1,3,0,1039,FALSE,TRUE
335,"But I think that the state also to some extent has some kind of ownership over in society to some extent has done things like that society does things like create roads, you're able to make money creates like an economic regulation","It was your money or something like that  But I think that the state also to some extent has some kind of ownership over in society to some extent has done things like that society does things like create roads, you're able to make money creates like an economic  regulation",We should adopt libertarianism,0,0,3,196,FALSE,TRUE
336,"So first on fairness, broadly we would say that property rights are important and all be protected, we would say that people exert effort time and put their own labor into the products of their creation, and because they are the sole creators of the primary creators of their products","The first is about fairness, and the second is about innovation and social utility  So first on fairness, broadly we would say that property rights are important and all be protected, we would say that people exert effort time and put their own labor into the products of their creation, and because they are the  sole creators of the primary creators of their products",We should abolish intellectual property rights,1,2,1,730,FALSE,TRUE
337,"And this is most true at these young ages that we're talking about in environments such as high schools we can but there's an immense amount of pressure to be sexually active under stand yourself in a sexual way, and this pushes people and having relationships that they otherwise wouldn't be likely to have because they feel that type of pressure we think that by having a higher age of consent you make it less likely that people are going to take these types of actions because there could be legal repercussions to it","Okay, so that's, what we're actually going to talk about the rest of this debate is about sexual maturity and why we send you will have better sexual maturity if you have a higher age of consent, so we think that in the status quo society often undervalues the importance of sex and the impact of that type of intimacy with a partner, we think that in our modern society, people are often exposed to immense amounts of pressure to be sexually active  And this is most true at these young ages that we're talking about in environments such as high schools we can but there's an immense amount of pressure to be sexually active under stand yourself in a sexual way, and this  pushes people and having relationships that they otherwise wouldn't be likely to have because they feel that type of pressure we think that by having a higher age of consent you make it less likely that people are going to take these types of actions because there could be legal repercussions to it",We should lower the age of consent,0,0,3,1726,FALSE,TRUE
338,"Our first independent point, which I think really cuts to the meat of almost everything that government tells you is that specifically banning cosmetic surgery on the basis that it perpetuates misogynist norms is itself blaming women and victims broadly arm for the you know, damage that is inflicted upon them when we hear from government specifically the line that we need to ban cosmetic surgery, you know, because this is this socially harmful practice that can drives artificial beauty norms","  Our first independent point, which I think really cuts to the meat of almost everything that government tells you is that specifically banning cosmetic surgery on the basis that it perpetuates misogynist norms is itself blaming women and victims broadly arm  for the you know, damage that is inflicted upon them when we hear from government specifically the line that we need to ban cosmetic surgery, you know, because this is this socially harmful practice that can drives artificial beauty norms",We should ban cosmetic surgery,1,3,0,572,FALSE,TRUE
339,And our third and final point is just a response to it tim's analysis about OPEC,"So we tell you that this oil not only prolongs our dependence on fossil fuels, but also that its extraction is vastly more harmful than traditional forms of extraction that we see in places like kuwait  And our third and final point is just a response to it tim's analysis about OPEC  ",We should further exploit unconventional oil,0,0,3,429,FALSE,TRUE
340,Then we think it's important to preserve people's right to do as they please with their own bodies,It is impossible to actualize any other preferences line at that point  Then we think it's important to preserve people's right to do as they please with their own bodies  ,We should ban cosmetic surgery,1,3,0,647,FALSE,TRUE
341,"So their right to an extent, the fact that some of the countries are richer and other countries are poor creates tensions, but it's the kind of tensions you get between your older brother and younger brother, not the kind of tangents you get between a poor person in the back and that's what we're trying to keep first argument blocks bring more power by uniting in ASCA and they've created more than just a economic agreements have also created a voting block","The only problem is they would have had to renegotiate benefit that time and time again that would have been turned down half the time that's the kind of thing that creates on comfort that's, the kind of thing that creates tensions between two countries  So their right to an extent, the fact that some of the countries are richer and other countries are poor creates tensions, but it's the kind of tensions you get between your older brother and younger brother, not the kind of  tangents you get between a poor person in the back and that's what we're trying to keep first argument blocks bring more power by uniting in ASCA and they've created more than just a economic agreements have also created a voting block",We should disband ASEAN,0,0,3,1650,TRUE,FALSE
342,"So in the status quo dot, when you go in for breast implants, a doctor will tell you how big you can go without it being uncomfortable for you so like physical back pain and like, like physical problems with long term recovery, but when you have a black market, those kinds of safety walls are going to be infinitely less available and infinitely less used","We think it becomes the job to show of gov to show the bright line between things like regular waist training and push up bras and things like cosmetic surgery in so far as the still propagate the same norm given that the do we don't think you want be limiting freedom, we also just think they do things like create black markets which are always going to be even less safe and less capable of regulations  So in the status quo dot, when you go in for breast implants, a doctor will tell you how big you can go without it being uncomfortable for you so like physical back pain and like, like physical problems with long  term recovery, but when you have a black market, those kinds of safety walls are going to be infinitely less available and infinitely less used",We should ban cosmetic surgery,0,0,3,544,FALSE,TRUE
343,"So obviously, like you can't just like fully regulate these kinds of behaviors on it's simply impossible thing to do, and it would be an unfair thing to do because ultimately fracking gauge in similar behaviors to a lot of other entities","And I don't think that getting rid of france is actually going to change a whole lot as far as like the way that like women feel safe on campus, probably much more effective would be just like trying to make it so that men are less likely to be problematic, rather than just trying to ban organizations that part that might contribute to these kinds of things are not really attacking the root cause of the problem you're just kind of attracting like attacking a symptom of it or like a method of it, but I think also beyond that, obviously, there's other organizations that operate similarly, there is teasing and like parties and things like that for sports teams like on other clubs and things like that do that to like the brand is to beat teams from parties before like  So obviously, like you can't just like fully regulate these kinds of behaviors on it's simply impossible thing to do, and it would be an unfair thing to do because ultimately fracking gauge in similar behaviors to a lot of other  entities",We should ban fraternities,0,1,2,1219,FALSE,TRUE
344,"If you are thirteen it's, much less likely that your friends for the twenty one year old, then an eighteen year old in the same way, if you are nineteen today, it's much less likely that you're going to give alcohol to young teens when you have to get it from someone who's older yourself","But what you do when you make the drinking age, twenty one is make it harder to access alcohol for younger people  If you are thirteen it's, much less likely that your friends for the twenty one year old, then an eighteen year old in the same way, if you are nineteen today, it's much less likely that you're going to give alcohol  to young teens when you have to get it from someone who's older yourself",We should lower the drinking age,0,1,2,370,FALSE,TRUE
345,"We also think it's bad because currently it's already difficult for high school kids to get alcohol because no one in high school is twenty one on you have to in order to obtain it, you either have to steal it from parents or make someone who's older your friend","So given they don't change the glamorization you're still going to have people who want to mimic those party scenes on television  We also think it's bad because currently it's already difficult for high school kids to get alcohol because no one in high school is twenty one on you have to in order to obtain it, you either have to steal it  from parents or make someone who's older your friend",We should lower the drinking age,0,0,3,305,FALSE,TRUE
346,"But anyway, what's important here is that the united states and its allies invaded korea because the soviets couldn't veto it while they weren't participating in the united nations","Now the important example here is the korean war in the lead up to the korean war, the soviet union had withdrawn from the united nations temporarily, I think, over recognition of ukraine or something like that  But anyway, what's important here is that the united states and its allies invaded korea because the soviets couldn't veto it while they weren't participating in the united nations  ",We should abolish the United Nations Security Council veto power,1,2,1,1579,FALSE,TRUE
347,"So what that means is that exxon and be people keep growing the same amount of oil, no matter what and there's actually no solvency here to reduce carbon emissions because the oil is coming out of the ground, either way our last point in this debate is about what we just heard from rachel about international instability","Guess what india is already the leading user of alternative fuels like liquid natural gas, but that doesn't mean that the oil demand isn't also increasing because of development  So what that means is that exxon and be people keep growing the same amount of oil, no matter what and there's actually no solvency here to reduce carbon emissions because the oil is coming out of the ground, either way  our last point in this debate is about what we just heard from rachel about international instability",We should subsidize biofuels,0,1,2,96,FALSE,TRUE
348,"I don't think that this is necessarily so hard to believe for a lot of cosmetic surgeries arm, because all maybe some of them are a bit more complex than others","And this is weird because in the same way in that it's often times pretty easy for people to get something like a tattoo or a piercing more dubious establishment or maybe like they just have like their cousin or friend do it, or something like that  I don't think that this is necessarily so hard to believe for a lot of cosmetic surgeries arm, because all maybe some of them are a bit more complex than others  ",We should ban cosmetic surgery,0,0,3,633,TRUE,FALSE
349,"I think even when weighed against whatever pain, the fetus might feel ball being a port in that is minimal when compared to aid this is stained on like the sustained pains that the mother has felt, but secondly, on the increased rights valuation that we afford to the mother at that point, then it seems like the the price analysis invariably favors the mother in these situations","And at this point, then when you're looking at the most extreme instances of when it is justified for a woman to have an abortion because there is the most egregious in obvious harm being inflicted upon the woman's body is of incredible importance to ensuring that that right is preserved  I think even when weighed against whatever pain, the fetus might feel ball being a port in that is minimal when compared to aid this is stained on like the sustained pains that the mother has felt, but secondly, on the  increased rights valuation that we afford to the mother at that point, then it seems like the the price analysis invariably favors the mother in these situations",We should ban partial birth abortions,0,1,2,26,FALSE,TRUE
350,"And then, as soon as you like, actually put this thing on the market someone's going to release a knock off of it like steel up like half of your market share, possibly more and you're the one that has to burn the entire cost of production in the first place you literally don't make enough money to make up for the initial expenditures that allow you to engage in the production of this medicine, that's really important","So all the first argument that it reduces the incentive to create, I think this is hinted at in god's arguments where they are like all will, you know, some people say that I think people set up for a pretty good reason right, like we're recognize it like if you are a person producing medicine like if you are a pharmaceutical company, you just don't have an incentive to create that medicine because you're investing billions of dollars into it  And then, as soon as you like, actually put this thing on the market someone's going to release a knock off of it like steel up like half of your market share, possibly more and you're the one that has to  burn the entire cost of production in the first place you literally don't make enough money to make up for the initial expenditures that allow you to engage in the production of this medicine, that's really important",We should abolish intellectual property rights,0,1,2,747,FALSE,TRUE
351,"So we think at the point where government is confusing the chicken and the egg, I don't think you get rid of sexism by getting rid of beauty pageants","This is why there was demand to establish beauty pageants in the first place  So we think at the point where government is confusing the chicken and the egg, I don't think you get rid of sexism by getting rid of beauty pageants  ",We should ban beauty contests,1,3,0,935,FALSE,TRUE
352,We think that we can also trust them to decide if their kids ought to play football or not in terms of third party harms I just don't think that there are any harms to other groups because one set of individuals doesn't choose to exercise during primary school at the end of the day,And we think that parents ultimately know these better than the state at the point where we let parents make decisions like whether or not their children are going to work during high school or how to name them or what religion to have them practice  We think that we can also trust them to decide if their kids ought to play football or not in terms of third party harms I just don't think that there are any harms to other groups because one set of  individuals doesn't choose to exercise during primary school at the end of the day,Physical education should be mandatory,0,0,3,1279,FALSE,TRUE
353,"You can use it, you know, just as a physical thing that you know, makes your life better because you're able to use that idea to create new things","You can use it to gain influence  You can use it, you know, just as a physical thing that you know, makes your life better because you're able to use that idea to create new things  ",We should abolish intellectual property rights,0,0,3,771,FALSE,TRUE
354,"And the reason for this is because first and foremost, obviously a whole lot of places throughout the united states and other parts of the world too don't teach us sex education until either later in life, or if they do teach at all it's oftentimes taught in not very ideal ways, it's not like abstinence only sex education, but secondarily there is an additional problem with having sex before the age of consent because there's also problems with being able to purchase health care, for example, your oftentimes not able to get access to birth control","So the next up reason why this is bad is because of safety concerns so miners oftentimes have much more difficulty accessing not just being informed about healthy sexual education, but having access to sexual education as well  And the reason for this is because first and foremost, obviously a whole lot of places throughout the united states and other parts of the world too don't teach us sex education until either later in life, or if they do  teach at all it's oftentimes taught in not very ideal ways, it's not like abstinence only sex education, but secondarily there is an additional problem with having sex before the age of consent because there's also problems with being able to purchase health care, for example, your oftentimes not able to get access to birth control",We should lower the age of consent,0,0,3,1666,FALSE,TRUE
355,"In fact, the ninety nine percent of the cases we are not even certain that you really need the parents or the teachers in order to explain this to high school children, they wanted in movies and on television, the hear about it from older siblings or friends that have older siblings, just like them says and it's just really basic common knowledge, and you know what that's fine we don't really need all of the most professional details","Everybody knows, just how much safe sex is important, and everyone can explain to their children about condoms or pills  In fact, the ninety nine percent of the cases we are not even certain that you really need the parents or the teachers in order to explain this to high school children, they wanted in movies and on television, the hear  about it from older siblings or friends that have older siblings, just like them says and it's just really basic common knowledge, and you know what that's fine we don't really need all of the most professional details",Sex education should be mandatory,0,0,3,685,FALSE,TRUE
356,"What this means is that every year that teens get older, they are able to make better and better decisions biologically, but on top of that, every decision that you make is informed by past experience, people who have more experience are more likely to be able to make good decisions","  What this means is that every year that teens get older, they are able to make better and better decisions biologically, but on top of that, every decision that you make is informed by past experience, people who have more experience  are more likely to be able to make good decisions",We should lower the age of consent,1,3,0,1762,TRUE,FALSE
357,"If you know that people are just going to create their own films and not credit, you would all using those characters","Why would you do that if someone in china can then just put your movie in theaters on their own and not pay you any royalties, why would you go through the trouble of creating memorable unique characters  If you know that people are just going to create their own films and not credit, you would all using those characters  ",We should abolish intellectual property rights,0,0,3,817,FALSE,TRUE
358,"Moreover, we think that consumption is on regular bowl on both sides of the house","So at the point that is arbitrary difference, doesn't exist were unclear on why he like on the lead, like we just don't think any of his legal argumentation stands here  Moreover, we think that consumption is on regular bowl on both sides of the house  ",We should lower the drinking age,0,0,3,299,FALSE,TRUE
359,And it means that you can actually have any sort of meaningful change in terms of social norms are requiring better treatment requiring bystander training,"Guess what we're going to create finals clubs are institutionalized with all of your best donors, so that we can get away with this ring of the situations are even worse, because now they don't need university support to exist they're, essentially divested themselves from university infrastructure rely on massive donors to the university, just want to piss off either  And it means that you can actually have any sort of meaningful change in terms of social norms are requiring better treatment requiring bystander training  ",We should ban fraternities,0,0,3,1197,TRUE,FALSE
360,We think that adults are old enough to take the swing calculus into mind when they're taking action,"So the other layer to this is that even if we are not attempting to leak like, we think that even if this doesn't actually change like the actions of the kid like we think that very rarely does like a fifteen or sixteen year old care about the age of consent laws, they just kind of care about work, whatever they prefer at that moment  We think that adults are old enough to take the swing calculus into mind when they're taking action  ",We should lower the age of consent,0,1,2,1680,TRUE,FALSE
361,"So specifically government brings up this example of like smoking and being a legal and bars in massachusetts, we think this is actually a really good example of a fundamentally important type of regulation regulations that prevent third party harms gulf is correct when they say that people should be able to do is they choose and have what happens to them as they please","We think the state needs to regulate certain behaviors in order to minimize suffering in the world  So specifically government brings up this example of like smoking and being a legal and bars in massachusetts, we think this is actually a really good example of a fundamentally important type of regulation regulations that prevent third party harms gulf  is correct when they say that people should be able to do is they choose and have what happens to them as they please",We should adopt libertarianism,0,0,3,255,FALSE,TRUE
362,"It is designed in such a way that affording you, these privileges will get you to become a more mature person by exposing you to new things in life","That is that the age of majority isn't often not designed in such a way that it is like by each team, you will be mature enough to do a lot of these things  It is designed in such a way that affording you, these privileges will get you to become a more mature person by exposing you to new things in life  ",We should lower the drinking age,0,1,2,345,TRUE,FALSE
363,I am proud to stand in opposition to the motion that we should further exploit when power our first independent point is birds,  I am proud to stand in opposition to the motion that we should further exploit when power our first independent point is birds  ,We should further exploit wind power,0,0,3,983,TRUE,FALSE
364,"So I don't really think that the time of the abortion itself is a particularly good standard, especially given that there is active actives lake like there there's people who are actively trying to make it difficult to get an abortion specifically, so you can't get it until it's already too late to get your abortion and that's seen as a tool, essentially by like republicans and conservatives, the combat portion","Now tied down to all of these kinds of all of the basic reasons why we want to make sure that abortions are cheap, saving accessible to women in the first place all of those factors are just as president, no matter when the abortion is happening  So I don't really think that the time of the abortion itself is a particularly good standard, especially given that there is active actives lake like there there's people who are actively trying to make it difficult to get an abortion  specifically, so you can't get it until it's already too late to get your abortion and that's seen as a tool, essentially by like republicans and conservatives, the combat portion",We should ban partial birth abortions,0,1,2,12,FALSE,TRUE
365,"And I think that this creates a problem and not the relationship itself cannot hot cannot be based on like healthy consent given that there is such a prominent age gap, and I think that the age gap between age sixteen and eighteen is a particularly pourtant one because once you turn eighteen, you are essentially now a legal adult you're likely leaving your home you're going to college, you could you're either going to college you're, getting a full time job","There is a whole slew of ways in which you could look at look at your partner, not as equal as you should in a more healthy relationship, but as more of an idol is someone that you should look up to or is someone who you want to be more like  And I think that this creates a problem and not the relationship itself cannot hot cannot be based on like healthy consent given that there is such a prominent age gap, and I think that the age gap between age sixteen  and eighteen is a particularly pourtant one because once you turn eighteen, you are essentially now a legal adult you're likely leaving your home you're going to college, you could you're either going to college you're, getting a full time job",We should lower the age of consent,0,0,3,1662,FALSE,TRUE
366,"If we would have left things like decisions and matters concerning declarations of war to be settled in the general assembly of the when and to be settled by a simple majority in the general assembly, this would have been way too easy to gather the needed votes to decide to intervene militarily","And things of this sort are meant to curb the government's ability to exercise its power swiftly and easily  If we would have left things like decisions and matters concerning declarations of war to be settled in the general assembly of the when and to be settled by a simple majority in the general assembly, this would have been way  too easy to gather the needed votes to decide to intervene militarily",We should abolish the United Nations Security Council veto power,0,1,2,1528,FALSE,TRUE
